epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,228.16,1.15855,0.66336,0.99926,0.87584,0.000331096,0.000331096,0.000331096
2,453.433,0.84375,0.68541,0.9989,0.81808,0.000532872,0.000532872,0.000532872
3,678.231,0.79464,0.69019,0.99779,0.80556,0.000602649,0.000602649,0.000602649
4,899.955,0.74929,0.72841,0.9989,0.76276,0.000406,0.000406,0.000406
5,1119.31,0.67206,0.75266,0.99926,0.68968,0.000208,0.000208,0.000208
